Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
01/04/2016;0;888.691.667;140.375;29.1;23.654.167;18.4;57.5;31;7.7;2.479.167
02/04/2016;0;887.304.167;14.85;29.3;22.895.833;16.5;62.083.333;38;6.8;1.666.667
03/04/2016;0;887.733.333;15.283.333;29.7;23.716.667;17.2;61.5;35;7.8;2.154.167
04/04/2016;0;889.179.167;15.425;29.3;242.375;17.4;60;35;8.6;25.125
05/04/2016;0;8.893.875;14.395.833;30;24.570.833;18.8;54.458.333;32;10;27.875
06/04/2016;0;887.891.667;14.808.333;29.2;23.629.167;18;59.291.667;37;8.5;2.183.333
07/04/2016;0;886.929.167;13.941.667;30.6;23.620.833;16.5;57.708.333;31;6.9;1.570.833
08/04/2016;0;8.860.125;136.375;30.1;236.875;16.8;56.166.667;32;4.8;1.125
09/04/2016;0;886.141.667;14.033.333;30.4;24.466.667;17.3;54.041.667;31;7.9;1.966.667
10/04/2016;0;886.158.333;129.625;30;23.929.167;16.6;53.083.333;31;8.3;2.275
11/04/2016;0;8.870.375;12.025;29.8;23.204.167;16.1;52.583.333;29;8.3;2.220.833
12/04/2016;0;888.004.167;12.379.167;29.1;23.004.167;16.7;53.083.333;32;8.3;2.483.333
13/04/2016;0;888.075;14.316.667;28.6;23.525;19.4;57.166.667;40;9.8;31.875
14/04/2016;0;888.745.833;13.308.333;29;23.75;18;54.333.333;29;9.3;2.920.833
15/04/2016;0;889.041.667;12.120.833;29;22.875;15.7;52.958.333;33;8.1;2.366.667
16/04/2016;0;888.729.167;12.741.667;29.2;23.8;20.2;51.041.667;35;9.7;32.625
17/04/2016;0;889.670.833;12.933.333;28.4;22.916.667;18.8;54.25;35;10.8;3.491.667
18/04/2016;0;889.295.833;13.608.333;28.5;229.375;18.1;57.166.667;36;8.4;32.625
19/04/2016;0;888.904.167;11.791.667;28.1;22.804.167;18.6;50.833.333;31;9.1;2.795.833
20/04/2016;0;888.433.333;13.741.667;27.6;22.704.167;18.9;58;39;8;2.804.167
21/04/2016;0;8.878.125;13.233.333;27.7;22.75;17.7;56.333.333;36;8.9;2.866.667
22/04/2016;0;888.666.667;12.066.667;28.7;23.229.167;16.5;52.25;30;8.3;1.904.167
23/04/2016;0;887.254.167;12;29.3;231.125;15.7;51.541.667;31;7.3;23.875
24/04/2016;0;886.158.333;12.466.667;29.5;23.033.333;15.6;53.25;31;8.6;2.125
25/04/2016;0;885.141.667;130.625;29.6;22.979.167;16;55.25;32;6.8;1.470.833
26/04/2016;0;884.941.667;15.020.833;29.2;22.804.167;17.4;63.083.333;38;7.4;1.633.333
27/04/2016;0;887.091.667;16.558.333;24.1;20.8;17.5;77.083.333;62;8.4;20.625
28/04/2016;0;887.620.833;16.154.167;23.8;19.133.333;15.3;83.791.667;63;6;1.945.833
29/04/2016;1;8.870.875;16.166.667;27.8;20.254.167;16.4;79.125;45;7.8;1.9
30/04/2016;8.8;887.408.333;16.120.833;26.4;20.316.667;15.5;78;51;4.9;1.591.667
01/05/2016;0;888.175;12.670.833;27.7;206.625;15;62.291.667;38;6.7;2.016.667
02/05/2016;0;888.841.667;12.9;28.3;21.2;15.6;61.083.333;36;7.4;2.095.833
03/05/2016;0;889.325;13.75;28.8;22.325;16.7;61.166.667;31;6.7;1.920.833
04/05/2016;0;889.266.667;133.375;27.4;21.620.833;15.1;61.458.333;35;6.5;2.125
05/05/2016;0;889.354.167;11.675;28.4;21.570.833;14;57.208.333;28;7.6;19.375
06/05/2016;0;889.345.833;12.316.667;27.1;21.966.667;15.3;55.541.667;38;8.1;2.179.167
07/05/2016;0;889.095.833;12.275;28.4;226.375;15.6;54.208.333;31;7.3;23.375
08/05/2016;0;888.208.333;113.125;27.9;21.825;15;53.083.333;32;8;2.366.667
09/05/2016;0;888.029.167;11.125;28.8;229.625;17.4;48.625;28;7.8;2.475
10/05/2016;0;888.354.167;10.275;28.5;22.333.333;14.7;48.5;28;8.5;1.608.333
11/05/2016;0;888.604.167;11.033.333;29.4;22.108.333;14.4;52.291.667;30;7;1.416.667
12/05/2016;0;889.066.667;11.620.833;29.4;22.9;15.4;51.791.667;30;7;1.829.167
13/05/2016;0;889.295.833;12.65;30.3;22.429.167;16.2;56;30;7;1.483.333
14/05/2016;0;889.941.667;15.05;28.5;229.625;18.9;62.375;41;7.7;2.379.167
15/05/2016;0;8.896.875;15.304.167;28.6;22.641.667;18.4;64.916.667;41;8.2;26.875
16/05/2016;0;889.9;15.208.333;27.6;20.316.667;15.9;73.583.333;44;6.6;1.604.167
17/05/2016;2.8;888.4;15.65;28;21.454.167;16;71.958.333;42;5.2;1.183.333
18/05/2016;.2;8.884.375;16.620.833;27.4;21.429.167;18.9;75.166.667;48;8;18.375
19/05/2016;.2;888.858.333;157.625;28.5;22.008.333;17.1;69.875;42;7.6;1.879.167
20/05/2016;0;890.683.333;15.166.667;27.3;22.429.167;18.4;64.416.667;44;9.2;3.058.333
21/05/2016;0;890.645.833;13.920.833;26.9;22.066.667;17.7;60.875;40;7.7;2.879.167
22/05/2016;0;8.901.125;13.954.167;27.1;21.933.333;18.8;61.791.667;40;6.7;2.004.167
23/05/2016;0;890.845.833;14.575;27.9;20.966.667;15.6;68.875;39;8.4;1.916.667
24/05/2016;0;891.45;14.4;27.6;207.875;15.6;69.416.667;37;7.6;2.254.167
25/05/2016;0;891.179.167;14.391.667;27.1;21.183.333;17.1;66.375;42;8.8;3.029.167
26/05/2016;0;890.070.833;13.091.667;26.2;20.716.667;14.9;63.583.333;38;7.8;2.495.833
27/05/2016;0;889.516.667;10.833.333;27.8;20.916.667;13.5;55.833.333;28;6.1;1.866.667
28/05/2016;0;890.404.167;11.116.667;26;20.733.333;16.1;55.25;36;6.6;2.441.667
29/05/2016;0;889.729.167;9.966.667;27.5;207.125;14.3;52.75;29;6.9;2.079.167
30/05/2016;0;8.879.375;10.741.667;28.6;20.941.667;13.3;54.208.333;32;7.6;2.091.667
31/05/2016;0;887.529.167;10.725;30;21.570.833;14.5;54.083.333;26;6.8;1.341.667
01/06/2016;0;887.070.833;9.658.333;29.7;22.116.667;15;48.25;25;6.9;1.254.167
02/06/2016;0;886.783.333;97.625;29;217.625;15.6;48.5;28;7.2;1.504.167
03/06/2016;0;886.675;11.416.667;29;21.791.667;15.4;53.791.667;30;8.1;1.858.333
04/06/2016;0;887.420.833;13.445.833;29.4;21.516.667;15.1;63.125;30;5.7;1.225
05/06/2016;0;8.873.875;11.629.167;30.2;22.308.333;16.2;54.041.667;24;7.5;1.533.333
06/06/2016;0;887.75;105.125;30.4;22.404.167;16;49.791.667;23;8.5;1.675
07/06/2016;0;888.179.167;107.125;29.6;22.604.167;17.1;48.958.333;28;8.4;1.933.333
08/06/2016;0;889.308.333;15.341.667;27.9;21.416.667;17.3;70.75;41;7;2.116.667
09/06/2016;0;8.897.875;14.158.333;27.2;20.545.833;14.8;69.125;42;5.7;1.808.333
10/06/2016;0;890.016.667;132.375;29.2;21.791.667;14.9;61.375;32;10.3;1.775
11/06/2016;0;8.911.375;127.625;27;20.404.167;15.5;62.875;41;6.8;2.225
12/06/2016;0;892.429.167;10.216.667;26.9;19.645.833;13.3;56.291.667;36;6;19.375
13/06/2016;0;8.926.375;8.866.667;25.5;188.625;12.5;53.208.333;39;7.1;2.175
14/06/2016;0;893.45;14.466.667;20.7;18.25;16.6;79.041.667;57;8.6;3.066.667
15/06/2016;0;893.666.667;12.020.833;25.2;18.808.333;14.2;66.958.333;39;6.9;2.341.667
16/06/2016;0;892.608.333;9.325;25.7;19.204.167;12.2;55.666.667;25;7.5;2.391.667
17/06/2016;0;890.875;6.720.833;26.4;18.75;10.8;49.458.333;22;7.4;2.041.667
18/06/2016;0;890.7;50.625;27;19.045.833;9.4;44.458.333;19;6.3;2.05
19/06/2016;0;890.979.167;5.816.667;26.6;18.883.333;10.7;46.291.667;20;6.6;18.125
20/06/2016;0;890.258.333;9.275;26.4;19.941.667;13.5;51.166.667;34;6.9;2.025
21/06/2016;0;890.683.333;11.225;27.7;20.2;13.7;58.333.333;34;7.6;2.366.667
22/06/2016;0;8.911.125;10.241.667;25.5;203.875;15.3;53.958.333;33;9.5;3.166.667
23/06/2016;0;891;8.125;27.1;205.625;16;46.291.667;28;6.7;2.45
24/06/2016;0;890.641.667;8.316.667;27;19.758.333;12.3;50.708.333;28;8.5;2.4
25/06/2016;0;891.795.833;8.283.333;25.4;19.633.333;15.5;49.291.667;30;9.9;3.65
26/06/2016;0;8.920.875;10.416.667;24.2;18.345.833;13.2;61.208.333;39;9.9;3.920.833
27/06/2016;0;893.091.667;8.729.167;23.2;17.583.333;12.8;57.666.667;37;11.2;3.579.167
28/06/2016;0;892.725;8.554.167;24.3;18.108.333;12.4;55.416.667;35;10;3.208.333
29/06/2016;0;892.079.167;10.045.833;24.8;185.875;13.8;59.291.667;38;9.8;33.875
30/06/2016;0;8.916.875;9.941.667;24.1;18.641.667;13.8;57.708.333;42;10.8;3.758.333
01/07/2016;0;891.991.667;9.820.833;24.6;18.833.333;14.2;58.625;30;9;3.308.333
02/07/2016;0;892.35;8.429.167;24.7;19.141.667;13.5;51.666.667;32;9.3;3.283.333
03/07/2016;0;892.316.667;9.770.833;25;18.941.667;14.8;57.666.667;30;11.6;3.558.333
04/07/2016;0;891.929.167;9.570.833;25.5;192.125;13.8;55.083.333;33;10.3;3.204.167
05/07/2016;0;891.4;11.908.333;25.4;195.125;14.5;64.25;33;9.3;3.095.833
06/07/2016;0;890.966.667;10.429.167;26.3;20.033.333;14;56.375;31;6.8;1.941.667
07/07/2016;0;890.533.333;86.625;28.3;21.108.333;13.4;48.041.667;26;6.8;1.425
08/07/2016;0;891.516.667;9.058.333;27.8;21.558.333;17.8;46.5;27;7.6;2.045.833
09/07/2016;0;890.6;7.941.667;28.5;22.529.167;17.8;40.583.333;25;7.6;2.325
10/07/2016;0;889.895.833;8.829.167;29.1;212.125;13.6;48.333.333;24;8.4;1.458.333
11/07/2016;0;888.945.833;7.791.667;28.2;21.454.167;12.9;44.083.333;23;6.9;2.054.167
12/07/2016;0;888.633.333;6.354.167;28.3;21.129.167;12.3;40.875;22;6.5;1.933.333
13/07/2016;0;889.029.167;5.283.333;28.3;204.375;12.4;40.458.333;20;6.6;1.366.667
14/07/2016;0;888.545.833;62.375;29.9;20.816.667;12.2;42.208.333;21;8.2;17.125
15/07/2016;0;887.775;6.858.333;29.1;21.166.667;13.4;42.208.333;22;6.4;1.479.167
16/07/2016;0;8.876.875;6.516.667;29.3;21.379.167;13.2;41.25;20;9.9;1.733.333
17/07/2016;0;8.882.875;105.125;28.4;20.645.833;15.3;55.375;28;8.6;21.125
18/07/2016;0;888.929.167;5.258.333;28.8;20.345.833;12.5;38.833.333;23;8.3;1.979.167
19/07/2016;0;889.625;6.529.167;29.5;21.341.667;12.9;40.916.667;20;7;1.75
20/07/2016;0;889.104.167;7.725;29.3;21.433.333;13.7;42.875;24;7.6;18.625
21/07/2016;0;889.345.833;6.941.667;29;21.429.167;13.4;40.666.667;23;6.3;17.875
22/07/2016;0;889.158.333;6.65;27.7;20.916.667;14;40.791.667;26;7;2.095.833
23/07/2016;0;889.55;103.125;27.5;21.683.333;17.1;49.541.667;31;9.5;3.079.167
24/07/2016;0;890.954.167;8.866.667;26.2;20.804.167;16;48.541.667;25;10.7;3.733.333
25/07/2016;0;8.900.125;9.408.333;26;20.445.833;14.8;50.375;34;10.6;34.625
26/07/2016;0;889.65;9.475;27;20.595.833;15.8;50.666.667;28;9.9;2.766.667
27/07/2016;0;889.85;7.85;27.4;20.654.167;13;47.083.333;24;6.8;1.65
28/07/2016;0;889.345.833;5.954.167;27.4;218.625;14.3;36.75;24;8.6;2.591.667
29/07/2016;0;890.204.167;5.979.167;26.5;20.445.833;14;40.333.333;23;9.1;3.108.333
30/07/2016;0;890.795.833;7.379.167;24.9;195.875;14.3;46.25;32;11.7;4.020.833
31/07/2016;0;890.504.167;84.375;25;18.820.833;13.4;52.333.333;34;11.7;3.833.333
01/08/2016;0;890.7;8.716.667;24.6;18.770.833;13.8;53.708.333;32;7.6;2.475
02/08/2016;0;891.083.333;6.933.333;26.8;19.5;11;47.375;24;10;2.329.167
03/08/2016;0;890.4;7.841.667;26.8;19.85;12;47.833.333;29;9;2.479.167
04/08/2016;0;890.691.667;10.704.167;26.3;20.341.667;14.9;56.875;31;8.9;3.225
05/08/2016;0;8.908.625;8.291.667;25.9;20.570.833;16.4;46.958.333;28;8.6;3.358.333
06/08/2016;0;890.883.333;7.216.667;27.1;20.245.833;12;44.75;27;13.1;2.116.667
07/08/2016;0;890.65;7.879.167;28;20.658.333;12.3;47.041.667;25;6.5;1.695.833
08/08/2016;0;889.095.833;6.554.167;30;21.708.333;12.9;41.083.333;19;6.9;1.745.833
09/08/2016;0;8.894.625;5.066.667;30.5;22.441.667;14.1;35.916.667;13;7.7;1.341.667
10/08/2016;0;888.933.333;4.291.667;31.2;23.470.833;15.2;31.375;16;8.4;1.829.167
11/08/2016;0;888.4;9.254.167;29.5;22.8;15.3;45.083.333;23;7.2;1.895.833
12/08/2016;0;888.529.167;63.375;28.4;22.283.333;15.5;36.875;25;6.1;2.016.667
13/08/2016;0;887.704.167;9.2;29.5;22.633.333;15.2;43.583.333;29;6.8;2.183.333
14/08/2016;0;888.245.833;13.070.833;28.6;21.425;18.6;60.375;33;11.9;2.441.667
15/08/2016;8.6;886.933.333;9.666.667;30.6;22.841.667;15.5;47.833.333;21;8.6;1.916.667
16/08/2016;.2;888.008.333;12.529.167;23.9;20.016.667;17.9;62.625;40;11.6;2.466.667
17/08/2016;0;888.583.333;120.375;27.5;216.625;16.3;55.708.333;34;7.9;1.591.667
18/08/2016;0;888.529.167;10.079.167;30.6;23.195.833;15.5;48.833.333;21;10.6;1.779.167
19/08/2016;0;887.475;9.175;31.2;25.091.667;19.5;37.458.333;26;10.4;2.891.667
20/08/2016;0;887.683.333;10.679.167;31.5;25.220.833;19.6;41.625;25;10.7;3.55
21/08/2016;0;888.883.333;126.625;28.9;217.875;17.7;57.125;31;12.1;3
22/08/2016;0;889.595.833;10.308.333;26.8;180.625;10.8;64.458.333;34;9.4;3.016.667
23/08/2016;0;889.341.667;10.766.667;29.2;21.145.833;14.3;53.041.667;31;7.9;2.241.667
24/08/2016;6;8.904.375;13.829.167;26.5;21.191.667;16.7;64.541.667;41;10;3.525
25/08/2016;0;890.179.167;10.516.667;27.8;21.729.167;16.5;51.541.667;27;11.5;3.329.167
26/08/2016;0;888.829.167;4.725;27.6;212.875;15.2;36;15;7.6;29.375
27/08/2016;0;888.304.167;60.125;28.5;22.1;16;36.583.333;21;8.7;24.625
28/08/2016;0;888.291.667;10.95;28.7;22.554.167;18.1;49.208.333;29;9.9;29.875
29/08/2016;2.6;888.716.667;9.6;28.7;22.833.333;16.5;46.125;25;8.9;2.604.167
30/08/2016;0;888.475;8.375;29.4;22.741.667;15;41.5;26;8.1;2.125
31/08/2016;0;887.595.833;8.4;30.7;23.858.333;17.1;39.75;23;9;2.366.667
01/09/2016;0;888.725;10.475;31.3;241.875;17.3;44.916.667;22;8.3;2.108.333
02/09/2016;0;889.583.333;11.308.333;29.6;23.816.667;19.2;47.041.667;29;9.6;37.875
03/09/2016;0;889.45;8.566.667;27.8;22.691.667;17.4;41.916.667;26;11.6;4.466.667
04/09/2016;0;8.895.125;5.85;28.8;22.879.167;17.3;34.125;20;9.1;3.1
05/09/2016;0;889.670.833;6.658.333;28.9;23.05;18.1;35.958.333;23;11;33.875
06/09/2016;0;889.654.167;6.633.333;30;23.445.833;15;34.833.333;23;8.9;2.470.833
07/09/2016;0;889.375;7.970.833;30.6;237.875;16.8;39;21;8.5;2.2
08/09/2016;0;888.808.333;8.991.667;30;24.341.667;18.7;39.333.333;24;7.3;22.125
09/09/2016;0;889.1;8.095.833;31.2;24.391.667;18.3;37.375;20;8.2;2.745.833
10/09/2016;0;890.879.167;7.866.667;29.8;24.179.167;19.1;36.333.333;22;11.5;3.804.167
11/09/2016;0;890.079.167;73.125;29.1;23.629.167;19;36.125;21;9.8;3.541.667
12/09/2016;0;887.875;4.058.333;29.3;23.3;15.4;30.708.333;16;9.9;2.875
13/09/2016;0;887.608.333;33.375;30.3;23.516.667;14.4;28.083.333;17;8.1;1.733.333
14/09/2016;0;887.479.167;53.625;33.2;25.295.833;17.5;29.708.333;15;9.3;1.516.667
15/09/2016;0;886.733.333;6.354.167;33.1;25.479.167;18.7;31.666.667;15;6.8;1.504.167
16/09/2016;0;887.333.333;9.025;33.5;26.379.167;19.3;35.458.333;18;7.8;17.875
17/09/2016;0;887.704.167;8.658.333;33;261.625;19.5;34.875;20;8.9;2.625
18/09/2016;0;8.885.625;10.416.667;32.5;25.233.333;18.4;41.25;21;9.5;3.345.833
19/09/2016;0;887.291.667;9.329.167;32.6;26.054.167;19.3;36.416.667;19;9;2.391.667
20/09/2016;0;8.871.125;11.645.833;31.9;23.866.667;17.5;50.541.667;22;9.9;2.983.333
21/09/2016;0;886.366.667;113.875;30.7;24.429.167;20;45.5;27;10.3;18.125
22/09/2016;0;886.933.333;11.775;31.5;250.125;19.7;44.5;28;9.7;3.104.167
23/09/2016;0;8.895.625;14.454.167;29.3;22.245.833;18.8;63.208.333;34;10.6;2.808.333
24/09/2016;16.2;888.666.667;149.875;27.1;20.720.833;16.5;70.458.333;45;7.1;1.829.167
25/09/2016;13.8;886.725;146.875;29.1;222.375;17.1;65.458.333;31;8.5;2.158.333
26/09/2016;.2;886.1;153.625;28.1;20.845.833;16.7;73.083.333;38;10.8;2.458.333
27/09/2016;22.6;8.867.125;126.125;30.1;227.875;16;58.083.333;23;7.6;1.820.833
28/09/2016;0;887.595.833;13.745.833;29.9;23.479.167;16.7;56.625;32;7.6;1.95
29/09/2016;0;886.458.333;14.441.667;29.6;22.870.833;17.9;60.291.667;33;8.4;2.075
30/09/2016;0;8.853.375;14.154.167;29.9;22.875;18.1;59.375;34;8.3;2.029.167
01/10/2016;0;8.873.375;14.595.833;28.1;22.95;18.8;60.666.667;37;7.9;1.75
02/10/2016;0;8.875.625;147.125;30;23.925;18.9;58.958.333;31;9.3;2.579.167
03/10/2016;0;886.35;14.683.333;28.8;23.920.833;20.5;57.125;39;11.2;2.779.167
04/10/2016;3.2;886.129.167;16.633.333;23;195.125;17.7;83.875;58;10.8;22.125
05/10/2016;8.6;885.279.167;15.820.833;25.2;190.625;17.4;82.25;55;9.9;2.479.167
06/10/2016;15.2;882.458.333;14.391.667;25;19.766.667;15.8;72.791.667;49;9.9;3.108.333
07/10/2016;0;8.833.125;12.166.667;29.4;20.933.333;14.2;62.375;27;8.4;1.491.667
08/10/2016;0;885.383.333;9.216.667;30.1;22.625;14.9;44.833.333;25;6.2;1.804.167
09/10/2016;0;8.869.875;123.875;30.5;24.1;16.6;49.125;32;7.6;1.925
10/10/2016;0;887.970.833;14.625;29.4;24.375;19.4;56.25;31;8.4;22.375
11/10/2016;0;887.275;13.379.167;29.5;24.3;19.1;51.75;33;11.5;3.641.667
12/10/2016;0;887.475;120.625;29.4;24.004.167;19.3;48.916.667;29;10.3;3.383.333
13/10/2016;0;887.575;12.725;29.2;24.65;21.2;48.375;32;10.8;3.1
14/10/2016;0;8.890.125;126.875;29.8;24.716.667;20.3;48.083.333;32;8.7;1.991.667
15/10/2016;0;8.881.375;11.825;31.7;25.604.167;20.4;46.208.333;23;8.9;2.595.833
16/10/2016;0;886.533.333;9.991.667;31.9;26.820.833;21.4;36.166.667;23;8.5;2.925
17/10/2016;0;886.1;9.925;33;27.095.833;20.5;35.625;21;8.2;2.479.167
18/10/2016;0;886.241.667;12.391.667;32.3;25.666.667;20.1;45.208.333;27;7.5;1.929.167
19/10/2016;1.2;885.225;14.220.833;33;245.875;18.8;54.75;29;8.1;1.725
20/10/2016;1.2;884.466.667;16.383.333;27.7;22.925;20.1;67.041.667;50;12.1;2.166.667
21/10/2016;16.6;884.708.333;17.308.333;29;22.675;18.8;73.208.333;44;15;1.554.167
22/10/2016;14.8;8.861.625;16.083.333;28.2;21.85;17.9;72.166.667;35;8.8;1.741.667
23/10/2016;7;887.270.833;15.645.833;29;232.375;17.7;63.583.333;43;9.8;2.641.667
24/10/2016;0;886.504.167;11.779.167;30.5;24.595.833;18.3;47.833.333;24;8.5;2.441.667
25/10/2016;0;885.2;12.85;31;249.875;18.7;49.083.333;25;9.6;1.9
26/10/2016;0;884.3;13.054.167;30.8;23.945.833;16.7;54.833.333;27;7.4;1.941.667
27/10/2016;0;884.125;15.670.833;28.7;22.141.667;20.2;67.458.333;42;12.5;2.295.833
28/10/2016;8.2;885.320.833;16.308.333;28.7;21.625;17.6;73.125;44;8.5;21.875
29/10/2016;.2;887.870.833;154.125;27.9;21.091.667;19;71.666.667;43;12.9;2.354.167
30/10/2016;11.2;888.045.833;167.125;25.7;21.091.667;18.6;77.166.667;56;9;3.208.333
31/10/2016;.2;887.020.833;16.245.833;28.1;21.254.167;17.6;74.791.667;44;8;23.625
01/11/2016;2.6;887.129.167;16.275;23.1;20.254.167;18.4;78.208.333;61;8.2;21.375
02/11/2016;0;886.9;15.258.333;27.4;21.845.833;17.9;68.041.667;43;9.4;2.554.167
03/11/2016;0;888.033.333;14.191.667;29.4;23.329.167;18;59.166.667;34;9;21.375
04/11/2016;0;889.7;137.375;29.2;23.533.333;18;58.791.667;30;9.1;3.629.167
05/11/2016;0;888.983.333;14.329.167;28.7;23.708.333;19.2;57.875;37;10.8;3.879.167
06/11/2016;0;887.883.333;14.283.333;28.2;21.958.333;18.1;63.875;39;10.3;3.716.667
07/11/2016;7.8;887.145.833;15.316.667;24.5;202.625;17.8;74.125;51;7.6;2.620.833
08/11/2016;4.4;885.875;15.004.167;29.9;21.608.333;16.3;68.875;33;7.5;2.625
09/11/2016;60.6;886.354.167;166.875;27.5;21.091.667;17.2;77.375;47;8;2.245.833
10/11/2016;0;887.125;17.008.333;26.6;20.783.333;18.5;79.791.667;49;7.7;2.045.833
11/11/2016;5.6;884.745.833;16.383.333;28.6;22.575;17.5;70.125;43;7.4;1.358.333
12/11/2016;3.4;883.854.167;17.370.833;23.9;201.875;17.8;84.166.667;63;8.9;2.195.833
13/11/2016;52.2;883.5;17.491.667;20.9;19.016.667;17.9;90.791.667;80;11.9;3.404.167
14/11/2016;8.4;8.817.875;17.145.833;21.1;187.875;18;90.166.667;80;9.4;31.875
15/11/2016;12.4;8.806.625;17.141.667;27.5;20.908.333;17;80.5;52;9.5;2.966.667
16/11/2016;0;8.825.125;16.779.167;27.3;21.683.333;18.4;74.625;50;10.1;2.508.333
17/11/2016;0;883.791.667;17.170.833;28.3;219.625;18;75.625;47;9.6;2.108.333
18/11/2016;2.2;883.591.667;17.75;27.5;22.175;18.3;77.375;52;9.1;20.125
19/11/2016;.8;883.095.833;17.525;25.6;21.583.333;18.6;78.458.333;57;9.8;20.375
20/11/2016;30.4;883.704.167;17.820.833;26;20.429.167;18;85.416.667;63;9;2.508.333
21/11/2016;.4;885.608.333;17.579.167;24.4;20.708.333;18.6;82.75;62;8;2.383.333
22/11/2016;.6;885.316.667;17.620.833;26.3;21.070.833;18.8;81.541.667;55;10;1.970.833
23/11/2016;1.2;884.795.833;165.125;28;220.875;17.6;72.75;46;11.3;2.133.333
24/11/2016;15.4;886.308.333;17.895.833;27.6;20.591.667;18.7;85.625;49;9.6;1.654.167
25/11/2016;16.8;887.258.333;17.379.167;27.7;220.875;18;76.458.333;48;7.2;19.375
26/11/2016;0;886.695.833;17.041.667;29.4;23.458.333;18.9;68.916.667;43;7.1;2.083.333
27/11/2016;18.2;887.154.167;17.366.667;27.3;21.708.333;18.1;77.625;50;7.9;2.2
28/11/2016;4.8;887.408.333;17.041.667;28.8;22.283.333;18.7;74.5;38;8.1;18.375
29/11/2016;.2;885.883.333;17.766.667;28.3;22.329.167;18.2;76.583.333;47;8.9;1.604.167
30/11/2016;0;884.920.833;17.566.667;29.8;23.245.833;19;72.25;37;16.8;2.245.833
01/12/2016;36.2;887.004.167;171.125;28.1;22.258.333;18.2;74.291.667;45;8.3;2.266.667
02/12/2016;36.2;888.270.833;16.904.167;28.5;21.141.667;16.3;78.375;47;8.4;2.320.833
03/12/2016;1.6;8.858.875;17.316.667;28.6;221.625;17.7;75.625;48;10.3;1.8
04/12/2016;0;884.404.167;17.104.167;26.2;20.045.833;18;83.75;57;11.2;2.325
05/12/2016;5.2;885.091.667;16.404.167;26.8;21.15;18;75.25;52;12.5;3.825
06/12/2016;0;8.863.625;17.333.333;29.2;21.966.667;18.3;77.125;44;14;2.475
07/12/2016;2.8;885.679.167;16.133.333;28.9;21.441.667;17.4;73.875;40;9.8;1.716.667
08/12/2016;1.2;8.854.875;16.983.333;25.6;20.820.833;18.8;80;46;6.8;1.908.333
09/12/2016;0;884.929.167;17.004.167;29.2;22.025;18.2;74.916.667;43;10.2;22.875
10/12/2016;16.4;885.5;17.670.833;25.8;213.625;18.2;80.083.333;58;11.2;2.216.667
11/12/2016;.2;885.395.833;17.329.167;27.5;209.625;17.1;80.75;51;11.6;1.683.333
12/12/2016;14;883.825;18.354.167;28.7;22.545.833;19.5;78.208.333;50;11.2;1.579.167
13/12/2016;3.4;884.45;17.8;25.2;21.65;18.3;79.333.333;61;9;23.375
14/12/2016;25.2;884.966.667;177.875;27.3;218.875;18.9;78.916.667;49;8.3;1.616.667
15/12/2016;.8;885.979.167;17.5;26.7;20.795.833;18.5;82;57;12.3;2.720.833
16/12/2016;13.8;888.370.833;16.166.667;24.5;20.533.333;16.9;77.291.667;53;10.1;3.254.167
17/12/2016;0;888.216.667;15.458.333;25.5;20.783.333;17.7;73.083.333;46;9.2;3.858.333
18/12/2016;0;886.704.167;14.541.667;27.1;21.641.667;17.8;66.166.667;35;9.1;31.875
19/12/2016;0;886.05;149.375;27.5;22.170.833;18.3;64.833.333;40;11;3.033.333
20/12/2016;0;885.716.667;14.5;27.2;221.375;16.9;64.083.333;36;10.3;28.125
21/12/2016;0;885.345.833;14.416.667;27.8;22.695.833;18.4;60.541.667;42;10.1;3.141.667
22/12/2016;0;887.070.833;14.058.333;28.3;233.375;19;57.5;33;9.1;3.170.833
23/12/2016;0;887.245.833;15.391.667;28.5;23.658.333;19.9;60.75;43;9.2;3.233.333
24/12/2016;0;886.241.667;13.7;29.5;24.141.667;18.4;53.583.333;32;9.1;3.108.333
25/12/2016;0;885.120.833;13.45;30.3;24.845.833;17.2;51.166.667;28;8.8;21.375
26/12/2016;0;885.35;15.25;30.1;223.875;18.1;65.708.333;38;9.5;2.095.833
27/12/2016;5.6;886.85;16.379.167;29.3;21.645.833;17.1;74.333.333;38;11.3;2.195.833
28/12/2016;2.4;886.808.333;16.829.167;28.8;22.579.167;16.9;72.041.667;41;8;1.754.167
29/12/2016;6.2;8.872.875;16.533.333;25.4;21.433.333;17.8;74.625;52;10;1.9
30/12/2016;0;887.325;15.079.167;27.4;22.120.833;17.2;66.25;32;6.4;2.170.833
31/12/2016;0;887.608.333;12.708.333;28.9;23.225;16.1;54.958.333;25;8;2.095.833
01/01/2017;0;887.166.667;106.375;29.5;22.833.333;16.2;49.375;25;8.1;1.266.667
